4.156.21.72 - - [15/Jul/2024:00:14:56 +0900] "GET /actuator/health HTTP/1.1" 404 826
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:44:33 +0900] "GET /recruit-app/notice/noticesbyKeyword.do?keyword=%EA%B5%AC%EC%A7%80%EC%A7%81&searchType=%EC%84%A0%ED%83%9D HTTP/1.1" 200 825
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:44:34 +0900] "GET /recruit-app/notice/noticesbyKeyword.do?keyword=%EA%B5%AC%EC%A7%80%EC%A7%81&searchType=%EC%84%A0%ED%83%9D HTTP/1.1" 200 825
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:44:35 +0900] "GET /recruit-app/notice/noticesbyKeyword.do?keyword=%EA%B5%AC%EC%A7%80%EC%A7%81&searchType=%EC%84%A0%ED%83%9D HTTP/1.1" 200 825
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:44:38 +0900] "GET /recruit-app/notice/noticesbyKeyword.do?keyword=%EA%B5%AC%EC%A7%80%EC%A7%81&searchType=%EC%A0%9C%EB%AA%A9 HTTP/1.1" 200 232
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:44:43 +0900] "GET /recruit-app/notice/noticesbyKeyword.do?keyword=%EA%B5%AC%EC%A7%80%EC%A7%81&searchType=%EB%82%B4%EC%9A%A9 HTTP/1.1" 200 232
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:44:47 +0900] "GET /recruit-app/notice/noticesbyKeyword.do?keyword=%EC%84%9C%EB%B9%84%EC%8A%A4&searchType=%EB%82%B4%EC%9A%A9 HTTP/1.1" 200 231
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:44:51 +0900] "GET /recruit-app/notice/noticesbyKeyword.do?keyword=%EC%84%9C%EB%B9%84%EC%8A%A4&searchType=%EC%A0%9C%EB%AA%A9%2B%EB%82%B4%EC%9A%A9 HTTP/1.1" 200 231
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:47:02 +0900] "GET /recruit-app/notice/noticesbyKeyword.do?keyword=&searchType=%EC%A0%9C%EB%AA%A9%2B%EB%82%B4%EC%9A%A9 HTTP/1.1" 200 825
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:47:06 +0900] "GET /recruit-app/notice/noticesByCategory.do?category=%EC%84%9C%EB%B9%84%EC%8A%A4%EC%A2%85%EB%A3%8C HTTP/1.1" 200 231
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:47:09 +0900] "GET /recruit-app/notice/noticesByCategory.do?category=%EC%95%88%EB%82%B4 HTTP/1.1" 200 424
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:47:12 +0900] "GET /recruit-app/notice/noticesByCategory.do?category=%EC%9D%B4%EB%B2%A4%ED%8A%B8 HTTP/1.1" 200 224
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:47:14 +0900] "GET /recruit-app/notice/noticesByCategory.do?category=%EC%A0%84%EC%B2%B4 HTTP/1.1" 200 825
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:47:57 +0900] "GET /recruit-app/notice/detail.do?notice_num=3 HTTP/1.1" 200 11758
51.158.205.47 - - [15/Jul/2024:01:48:17 +0900] "GET / HTTP/1.0" 404 807
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:48:54 +0900] "GET /recruit-app/notice/notices.do HTTP/1.1" 200 18714
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:48:58 +0900] "GET /recruit-app/user/mypage/qna/mypageQnaForm.do HTTP/1.1" 200 21622
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:49:22 +0900] "POST /recruit-app/user/mypage/qna/mypageWriteQNA.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:49:22 +0900] "GET /recruit-app/user/mypage/qna/mypageQNAList.do?categories=%EC%84%9C%EB%B9%84%EC%8A%A4+%EB%AC%B8%EC%9D%98&categories=%EC%A0%9C%EC%95%88%EC%82%AC%ED%95%AD&categories=%EC%98%A4%EB%A5%98%EC%8B%A0%EA%B3%A0 HTTP/1.1" 200 19677
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:49:25 +0900] "GET /recruit-app/user/mypage/qna/mypageQNADetail.do?qna_num=26 HTTP/1.1" 200 15716
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:49:27 +0900] "GET /recruit-app/user/mypage/qna/mypageQNAList.do HTTP/1.1" 200 19677
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:49:29 +0900] "GET /recruit-app/user/mypage/qna/mypageQNADetail.do?qna_num=25 HTTP/1.1" 200 15739
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:49:30 +0900] "GET /recruit-app/user/mypage/qna/mypageQNAList.do HTTP/1.1" 200 19677
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:49:31 +0900] "GET /recruit-app/user/mypage/qna/mypageQNADetail.do?qna_num=2 HTTP/1.1" 200 15857
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:49:33 +0900] "GET /recruit-app/user/mypage/qna/mypageQNAList.do HTTP/1.1" 200 19677
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:49:34 +0900] "GET /recruit-app/user/mypage/qna/mypageQnaForm.do HTTP/1.1" 200 21622
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:50:19 +0900] "GET /recruit-app/user/logout.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:50:19 +0900] "GET /recruit-app/main/mainPage.do?name=%EC%9D%B4%EB%AA%85%ED%99%94&userId=lee%40daum.net HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:50:19 +0900] "GET /recruit-app/main/main.do HTTP/1.1" 200 65505
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:50:21 +0900] "GET /recruit-app/user/loginPage.do HTTP/1.1" 200 14603
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:50:23 +0900] "GET /recruit-app/user/findPass.do HTTP/1.1" 200 15573
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:50:48 +0900] "POST /recruit-app/user/resetPassword.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:50:48 +0900] "GET /recruit-app/user/findPassComplete.do HTTP/1.1" 200 11717
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:50:52 +0900] "GET /recruit-app/user/loginPage.do HTTP/1.1" 200 14603
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:50:57 +0900] "POST /recruit-app/user/login.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:50:57 +0900] "GET /recruit-app/main/main.do HTTP/1.1" 200 65154
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:50:59 +0900] "GET /recruit-app/user/mypage/mypageUserInfo.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:50:59 +0900] "GET /recruit-app/user/mypage/passFlagON.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:50:59 +0900] "GET /recruit-app/user/mypage/flagOnPage.do HTTP/1.1" 200 462
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:51:02 +0900] "GET /recruit-app/user/mypage/modifyPassPage.do HTTP/1.1" 200 20707
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:51:13 +0900] "POST /recruit-app/user/mypage/modifyPassword.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:51:13 +0900] "GET /recruit-app/user/mypage/modifyPassProcess.do HTTP/1.1" 200 559
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:51:15 +0900] "GET /recruit-app/user/mypage/mypageUserInfo.do HTTP/1.1" 200 22002
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:51:15 +0900] "HEAD /recruit-app/assets/images/mypage/uploadImg/4a516063-7c84-4bee-b8cd-9609c497962d.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:51:19 +0900] "GET /recruit-app/user/logout.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:51:19 +0900] "GET /recruit-app/main/mainPage.do?name=%EC%9D%B4%EB%AA%85%ED%99%94&userId=lee%40daum.net HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:51:19 +0900] "GET /recruit-app/main/main.do HTTP/1.1" 200 65505
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:51:20 +0900] "GET /recruit-app/user/loginPage.do HTTP/1.1" 200 14603
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:51:22 +0900] "GET /recruit-app/user/findMail.do HTTP/1.1" 200 13108
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:51:35 +0900] "POST /recruit-app/user/findMailComplete.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:51:35 +0900] "GET /recruit-app/user/findMailCompletePage.do HTTP/1.1" 200 10988
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:51:40 +0900] "GET /recruit-app/main/main.do HTTP/1.1" 200 65505
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:52:12 +0900] "GET /recruit-app/manage/dashboard/dashboard.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:52:12 +0900] "GET /recruit-app/manage/adminLogin/adminLoginPage.do HTTP/1.1" 200 9737
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:53:10 +0900] "POST /recruit-app/manage/adminLogin/adminLogin.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:53:10 +0900] "GET /recruit-app/manage/dashboard/dashboard.do HTTP/1.1" 200 19990
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:08 +0900] "GET /recruit-app/manage/admin/admins.do HTTP/1.1" 200 32171
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:08 +0900] "GET /css/reset.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:08 +0900] "GET /css/basic.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:08 +0900] "GET /css/font-awesome.css HTTP/1.1" 404 831
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:08 +0900] "GET /css/button.css HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:08 +0900] "GET /css/ionicons.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:08 +0900] "GET /recruit-app/api/manage/admins.do?startNum=1&endNum=10 HTTP/1.1" 200 1591
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:08 +0900] "GET /recruit-app/api/manage/admin/counts.do?startNum=1&endNum=10 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:13 +0900] "GET /recruit-app/api/manage/admins.do?keyword=test&startNum=1&endNum=10 HTTP/1.1" 200 943
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:13 +0900] "GET /recruit-app/api/manage/admin/counts.do?keyword=test&startNum=1&endNum=10 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:18 +0900] "GET /recruit-app/api/manage/admin/test3.do HTTP/1.1" 200 165
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:25 +0900] "GET /recruit-app/api/manage/admin/modifyAdmin.do?adminId=test3&modifyAdminId=test3&authority=%7B%22user%22%3A%22Y%22%2C%22company%22%3A%22Y%22%2C%22recruit%22%3A%22Y%22%2C%22review%22%3A%22N%22%2C%22qna%22%3A%22N%22%2C%22notice%22%3A%22N%22%7D HTTP/1.1" 200 34
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:26 +0900] "GET /recruit-app/api/manage/admins.do?keyword=test&startNum=1&endNum=10 HTTP/1.1" 200 943
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:26 +0900] "GET /recruit-app/api/manage/admin/counts.do?keyword=test&startNum=1&endNum=10 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:31 +0900] "GET /recruit-app/manage/logout.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:31 +0900] "GET /recruit-app/manage/logoutProcess.do?authority=%7B%22user%22%3A%22Y%22%2C%22company%22%3A%22Y%22%2C%22recruit%22%3A%22Y%22%2C%22review%22%3A%22Y%22%2C%22qna%22%3A%22Y%22%2C%22notice%22%3A%22Y%22%7D&adminId=test&position=%EC%8A%88%ED%8D%BC HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:31 +0900] "GET /recruit-app/manage/adminLogin/logoutProcess.do HTTP/1.1" 200 664
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:32 +0900] "GET /recruit-app/manage/adminLogin/adminLoginPage.do HTTP/1.1" 200 9737
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:37 +0900] "POST /recruit-app/manage/adminLogin/adminLogin.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:37 +0900] "GET /recruit-app/manage/dashboard/dashboard.do HTTP/1.1" 200 19990
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:40 +0900] "GET /recruit-app/manage/admin/admins.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:40 +0900] "GET /recruit-app/manage/chkAuth.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:40 +0900] "GET /recruit-app/manage/chkAuthProcess.do HTTP/1.1" 200 406
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:41 +0900] "GET /recruit-app/manage/dashboard/dashboard.do HTTP/1.1" 200 19990
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:43 +0900] "GET /recruit-app/manage/companyinfo/adminCompanyinfoList.do HTTP/1.1" 200 20232
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:43 +0900] "GET /css/basic.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:43 +0900] "GET /css/button.css HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:43 +0900] "GET /css/reset.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:43 +0900] "GET /css/ionicons.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:43 +0900] "GET /css/font-awesome.css HTTP/1.1" 404 831
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:44 +0900] "GET /recruit-app/manage/user/users.do HTTP/1.1" 200 21270
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:44 +0900] "GET /css/basic.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:44 +0900] "GET /css/reset.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:44 +0900] "GET /css/button.css HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:44 +0900] "GET /css/font-awesome.css HTTP/1.1" 404 831
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:44 +0900] "GET /css/ionicons.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:44 +0900] "GET /recruit-app/api/manage/users.do?startNum=1&endNum=10 HTTP/1.1" 200 1023
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:44 +0900] "GET /recruit-app/api/manage/user/counts.do?startNum=1&endNum=10 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:45 +0900] "GET /recruit-app/manage/recruit/recruits.do HTTP/1.1" 200 21637
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:45 +0900] "GET /css/reset.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:45 +0900] "GET /css/basic.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:45 +0900] "GET /css/ionicons.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:45 +0900] "GET /css/button.css HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:45 +0900] "GET /css/font-awesome.css HTTP/1.1" 404 831
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:45 +0900] "GET /recruit-app/api/manage/recruits.do?startNum=1&endNum=5 HTTP/1.1" 200 2244
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:45 +0900] "GET /recruit-app/api/manage/recruit/counts.do?startNum=1&endNum=5 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:46 +0900] "GET /recruit-app/manage/review/review.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:46 +0900] "GET /recruit-app/manage/chkAuth.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:46 +0900] "GET /recruit-app/manage/chkAuthProcess.do HTTP/1.1" 200 406
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:47 +0900] "GET /recruit-app/manage/dashboard/dashboard.do HTTP/1.1" 200 19990
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:50 +0900] "GET /recruit-app/manage/logout.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:50 +0900] "GET /recruit-app/manage/logoutProcess.do?authority=%7B%22user%22%3A%22Y%22%2C%22company%22%3A%22Y%22%2C%22recruit%22%3A%22Y%22%2C%22review%22%3A%22N%22%2C%22qna%22%3A%22N%22%2C%22notice%22%3A%22N%22%7D&adminId=test3&position=%EC%9D%BC%EB%B0%98 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:50 +0900] "GET /recruit-app/manage/adminLogin/logoutProcess.do HTTP/1.1" 200 664
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:51 +0900] "GET /recruit-app/manage/adminLogin/adminLoginPage.do HTTP/1.1" 200 9737
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:56 +0900] "POST /recruit-app/manage/adminLogin/adminLogin.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:56 +0900] "GET /recruit-app/manage/dashboard/dashboard.do HTTP/1.1" 200 19990
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:58 +0900] "GET /recruit-app/manage/admin/admins.do HTTP/1.1" 200 32171
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:58 +0900] "GET /css/reset.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:58 +0900] "GET /css/button.css HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:58 +0900] "GET /css/basic.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:58 +0900] "GET /css/ionicons.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:58 +0900] "GET /css/font-awesome.css HTTP/1.1" 404 831
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:58 +0900] "GET /recruit-app/api/manage/admins.do?startNum=1&endNum=10 HTTP/1.1" 200 1591
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:54:58 +0900] "GET /recruit-app/api/manage/admin/counts.do?startNum=1&endNum=10 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:55:34 +0900] "GET /recruit-app/manage/user/users.do HTTP/1.1" 200 21270
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:55:34 +0900] "GET /css/basic.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:55:34 +0900] "GET /css/reset.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:55:34 +0900] "GET /css/button.css HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:55:34 +0900] "GET /css/font-awesome.css HTTP/1.1" 404 831
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:55:34 +0900] "GET /css/ionicons.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:55:34 +0900] "GET /recruit-app/api/manage/users.do?startNum=1&endNum=10 HTTP/1.1" 200 1023
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:55:34 +0900] "GET /recruit-app/api/manage/user/counts.do?startNum=1&endNum=10 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:55:47 +0900] "GET /recruit-app/api/manage/users.do?category=1&keyword=ddd&startNum=1&endNum=10 HTTP/1.1" 200 304
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:55:47 +0900] "GET /recruit-app/api/manage/user/counts.do?category=1&keyword=ddd&startNum=1&endNum=10 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:56:01 +0900] "GET /recruit-app/api/manage/users.do?category=1&keyword=ddd&signupDateStart=2024-06-04&signupDateEnd=2024-07-10&startNum=1&endNum=10 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:56:01 +0900] "GET /recruit-app/api/manage/user/counts.do?category=1&keyword=ddd&signupDateStart=2024-06-04&signupDateEnd=2024-07-10&startNum=1&endNum=10 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:56:06 +0900] "GET /recruit-app/api/manage/users.do?category=1&keyword=ddd&signupDateStart=2024-06-04&signupDateEnd=2024-07-15&startNum=1&endNum=10 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:56:06 +0900] "GET /recruit-app/api/manage/user/counts.do?category=1&keyword=ddd&signupDateStart=2024-06-04&signupDateEnd=2024-07-15&startNum=1&endNum=10 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:56:08 +0900] "GET /recruit-app/api/manage/users.do?category=1&keyword=ddd&signupDateStart=2024-06-04&signupDateEnd=2024-07-15&startNum=1&endNum=10 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:56:08 +0900] "GET /recruit-app/api/manage/user/counts.do?category=1&keyword=ddd&signupDateStart=2024-06-04&signupDateEnd=2024-07-15&startNum=1&endNum=10 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:56:14 +0900] "GET /recruit-app/manage/user/users.do HTTP/1.1" 200 21270
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:56:14 +0900] "GET /css/basic.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:56:14 +0900] "GET /css/reset.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:56:14 +0900] "GET /css/button.css HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:56:14 +0900] "GET /css/font-awesome.css HTTP/1.1" 404 831
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:56:14 +0900] "GET /css/ionicons.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:56:14 +0900] "GET /recruit-app/api/manage/users.do?startNum=1&endNum=10 HTTP/1.1" 200 1023
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:56:14 +0900] "GET /recruit-app/api/manage/user/counts.do?startNum=1&endNum=10 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:57:32 +0900] "GET /recruit-app/api/manage/users.do?category=1&keyword=test&startNum=1&endNum=10 HTTP/1.1" 200 324
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:57:32 +0900] "GET /recruit-app/api/manage/user/counts.do?category=1&keyword=test&startNum=1&endNum=10 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:57:43 +0900] "GET /recruit-app/api/manage/users.do?category=1&keyword=ddd&startNum=1&endNum=10 HTTP/1.1" 200 304
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:57:43 +0900] "GET /recruit-app/api/manage/user/counts.do?category=1&keyword=ddd&startNum=1&endNum=10 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:57:55 +0900] "GET /recruit-app/api/manage/users.do?category=1&keyword=lee&startNum=1&endNum=10 HTTP/1.1" 200 212
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:57:55 +0900] "GET /recruit-app/api/manage/user/counts.do?category=1&keyword=lee&startNum=1&endNum=10 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:57:57 +0900] "POST /recruit-app/manage/userDetail.do HTTP/1.1" 200 18032
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:57:57 +0900] "GET /css/reset.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:57:57 +0900] "GET /css/basic.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:57:57 +0900] "GET /css/button.css HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:57:57 +0900] "GET /css/ionicons.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:57:57 +0900] "GET /css/font-awesome.css HTTP/1.1" 404 831
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:58:01 +0900] "GET /recruit-app/manage/resumes/detail.do?id=lee@daum_1 HTTP/1.1" 400 962
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:58:02 +0900] "GET /css/font-awesome.css HTTP/1.1" 404 831
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:58:04 +0900] "GET /recruit-app/manage/resumes/detail.do?id=lee@daum_2 HTTP/1.1" 400 962
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:58:07 +0900] "GET /recruit-app/manage/resumes/detail.do?id=lee@daum_1 HTTP/1.1" 400 962
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:58:10 +0900] "GET /recruit-app/manage/resumes/detail.do?id=lee@daum_4 HTTP/1.1" 400 962
220.100.86.29 - - [15/Jul/2024:01:58:32 +0900] "GET / HTTP/1.0" 404 807
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:58:37 +0900] "GET /recruit-app/manage/user/users.do HTTP/1.1" 200 21270
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:58:37 +0900] "GET /css/basic.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:58:37 +0900] "GET /css/reset.css HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:58:37 +0900] "GET /css/ionicons.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:58:37 +0900] "GET /css/button.css HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:58:37 +0900] "GET /css/font-awesome.css HTTP/1.1" 404 831
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:58:37 +0900] "GET /recruit-app/api/manage/users.do?startNum=1&endNum=10 HTTP/1.1" 200 1023
